Album,Song,Year,Run-time,Featured artist(s),Writer(s),Skit,Lyrics
The College Dropout,Last Call,2004,12:40,,"Kanye West, Michael Perretta, Tony Williams, Ken Lewis",N,"[Intro: Jay-Z]
Yo fuck you, Kanye, first and foremost
For making me do this shit. Muh'fucker
Had to throw everybody out the motherfucking room
Cause they don't fucking

[Kanye]
I'd like to propose a toast
I said toast motherfucker!

[Hook: Kanye West]
And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall

[Verse 1: Kanye West]
The all around the world Digital Underground Pac
The Rudolph the red-nosed reindeer of the Roc
I take my chain, my 15 seconds of fame
And come back next year with the whole fucking game
Ain't nobody expect Kanye to end up on top
They expected that College Dropout to drop and then flop
Then maybe he stop savin' all the good beats for himself
Roc-A-Fella's only niggas that helped
My money was thinner than Sean Paul's goatee hair
Now Jean Paul Gaultier cologne fill the air, here
They say he bougie, he big-headed
Would you please stop talking about how my dick head is
Flow infectious, give me 10 seconds
I'll have a buzz bigger than insects in Texas
It's funny how wasn't nobody interested
'Til the night I almost killed myself in Lexus

[Hook: Kanye West]
And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall

[Verse 2: Kanye West]
Now was Kanye the most overlooked? Yes sir
Now is Kanye the most overbooked? Yes sir
Though the fans want the feeling of A Tribe Called Quest
But all they got left is this guy called West
That'll take Freeway, throw him on tracks with Mos Def
Call him Kwa-li or Kwe-li, I put him on songs with Jay-Z
I'm the Gap like Banana Republic and Old Navy, and oooh
It come out sweeter than old Sadie
Nice as Bun-B when I met him at the Source awards
Girl he had with him - ass coulda won the horse awards
And I was almost famous, now everybody love Kanye
I'm almost Raymond
Some say he arrogant. Can y'all blame him?
It was straight embarrassing how y'all played him
Last year shoppin my demo, I was tryin' to shine
Every motherfucker told me that I couldn't rhyme
Now I could let these dream killers kill my self-esteem
Or use my arrogance as the steam to power my dreams
I use it as my gas, so they say that I'm gassed
But without it I'd be last, so I ought to laugh
So I don't listen to the suits behind the desk no more
You niggas wear suits cause you can't dress no more
You can't say shit to Kanye West no more
I rocked 20,000 people, I was just on tour, nigga
I'm Kan, the Louis Vuitton Don
Bought my mom a purse, now she Louis Vuitton Mom
I ain't play the hand I was dealt, I changed my cards
I prayed to the skies and I changed my stars
I went to the malls and I balled too hard
""Oh my god, is that a black card?""
I turned around and replied, ""Why yes
But I prefer the term African American Express""
Brains, power, and muscle, like Dame, Puffy, and Russell
Your boy back on his hustle, you know what I've been up to
Killin y'all niggas on that lyrical shit
Mayonnaise-colored Benz, I push Miracle Whips

[Hook: Kanye West]
And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall

""... last call for alcohol, for my niggas""

[Outro]
So this A&R over at Roc-A-Fella, named Hip Hop Picked the ""Truth"" beat for Beanie. And I was in the session with him. I had my demo with me. You know, like I always do. I play the songs, he's like ""Who that spittin?"" I'm like ""It's me."" He's like ""Oh, well okay.""
Uhh, he started talkin to me on the phone, going back and forth
Just askin me to send him beats, and I'm thinking he's trying to get into managing producers, cause he had this other kid named Just Blaze he was messin with

So won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you

And um, he was friends with my mentor, No ID. And No ID told him, ""Look man, you wanna mess with Kanye you need to tell him that you like the way he rap""

No ID: ""Yo, you wanna sign him, tell him you like how he rap""

[Saxophone Solo]

I was all, I dunno if he was gassin' me or not but he's like he wanna manage me as a rapper AND a producer

[Hiphop: ""I'll sign you as a producer and a rapper""]

I'm like oh shit. I was messin with, uh, D-Dot also. People were like this, started talking about the ghost production but that's how I got in the game. If it wasn't for that, I wouldn't be here. So you know, after they picked that ""Truth"" beat I was figuring I was gonna do some more work but shit just wasn't poppin off like that. I was stayin in Chicago, I had my own apartment, I be doin like, just beats for local acts just to try to keep the lights on, and then to go out and buy, get a Pelle Pelle off lay-away, get some Jordans or something or get a TechnoMarine, that's what we wore back then
I made this one beat where I sped up this Harold Melvin sample I played it for Hip over the phone, he's like, ""Oh, yo that shit is crazy Jay might want it for this compilation album he doin, called The Dynasty. And at that time, like the drums really weren't soundin right to me So I went and um, I was listening to Dre Chronic 2001 at that time.And really I just, like bit the drums off ""Xxplosive"" and put it like with it sped up, sampled, and now it's kind of like my whole style, when it started, when he rapped on ""This Can't be Life.""

And that was like, really the first beat of that kind that was on The Dynasty album. I could say that was the the resurgence of the soul sound You know, I got to come in and track the beat and at the time I was still with my other management. I really wanted to roll with Hip Hop cause I, I just needed some fresh air, you know what I'm sayin cause I been there for a while. I appreciated what they did for me but, you know there's a time in every man's life where he gotta make a change. Try to move up to the next level. And that day I came and I tracked the beat and I got to meet Jay-Z and he said, ""Oh you a real soulful dude.""

[Jay-Z: ""Oh you a real soulful dude, man""]

And he, uh, played the song cause he already spit his verse by the time I got to the studio. You know how he do it, one take. And he said

[Jay-Z: ""Check this out, tell me what you think of this, right here""]

""Tell me what you think of this."" And I heard it, and I was thinking like, man, I really wanted more like of the simple type Jay-Z. I ain't want like the, the more introspective, complicated rhy- or the... in my personal opinion. So he asked me, ""What you think of it?""

[Jay-Z: ""so what you think of this?""]

And I was like, ""Man that shit tight,"" you know what I'm sayin', man what I'ma tell him? I was on the train, man, you know. So after that I went back home. And man I'm, I'm just in Chicago, I'm trying to do my thing. You know, I got groups. I got acts I'm trying to get on, and like there wasn't nothin really like poppin' off the way it should have been. One of my homies that was one of my artists, he got signed. But it was supposed to really go through my production company, but he ended up going straight with the company. So, like I'm just straight holdin' the phone, gettin' the bad news that dude was tryin' to leave my company. And I got evicted at the same time. So I went down and tracked the beats from him, I took that money, came back, packed all my shit up in a U-Haul, maybe about ten days before I had to actually get out so I ain't have to deal with the landlord cause he's a jerk. Me and my mother drove to...

[Mother: ""Come on, let's just go""]

...Newark, New Jersey. I hadn't even seen my apartment. I remember I pulled up...

[Mother: ""Kanye, baby, we're here""]

...I unpacked all my shit. You know, we went to Ikea, I bought a bed, I put the bed together myself. I loaded up all my equipment, and the first beat I made was, uh, ""Heart of the City."" And Beans was still working on his album at that time, so I came up there to Baseline, it was Beans' birthday, matter of fact, and I played like seven beats. And, you know I guess he was in the zone, he already had the beats that he wanted, I had did ""Nothing Like It"" already at that time but then Jay walked in. I remember he had a Gucci bucket hat on. I remember it like, like it was yesterday. And Hiphop said, ""Yo play that one beat for him."" And I played ""Heart of the City."" And really I made ""Heart of the City,"" I really wanted to give that beat
To DMX

[Hiphop: ""No I think Jay gon' like this one right here""]

And I played another beat, and I played another beat. And I remember that Gucci bucket, he took it and like put it over his face and made one of them faces like 'OOOOOOOOOOH.' Two days later I'm in Baseline and I seen Dame. Dame didn't know who I was and I was like, ""Yo what's up I'm Kanye.""

[Dame: ""Yo, you that kid, Kanye?""]

""You that kid that gave all them beats to Jay? Yo, this nigga got classics""

[Dame: ""Jay got classics, G.""]

You know I ain't talkin shit. I'm like ""oh shit."" And all this time I'm starstruck, man. I'm still thinking 'bout, you know I'm picturing these niggas on the show, The Streets is Watching, I'm lookin, these were superstars in my eyes. And they still are, you know. So, Jay came in and he spit all these songs like in one day, and in two days... I gotta bring up one thing, you know, come back to the story, the day I did the 'Can't be Life' beat on track, I remember Lenny S, he had some Louis Vuitton sneakers on, he think he fly. And Hip Hop was there, I think Ty-Ty, John Meneilly, a bunch of people. I didn't know all these people at the time they was in the room, and I said, ""yo Jay I could rap."" And I spit this rap that said, uh ""I'm killin y'all niggas on that lyrical shit. Mayonnaise colored Benz, I push miracle whips."" And I saw his eyes light up when I said that line. But you know the rest, the rap was like real wack and shit, so that's all the response. He said ""man that was tight.""

[Jay-Z: ""That, that was cool. That was hot.""]

That was it. You know, I ain't get no deal then, hehe. Okay, fast forward. So, Blueprint, ""H to the Izzo,"" my first hit single. And I just took that proudly, built relationships with people. My relationship with Kweli I think was one of the best ones to ever happen to my career as a rapper. Because, you know, of course later he allowed me to go on tour with him. Man, I appre-- I love him for that. And at this time, you know I didn't have a deal, I had songs, and I had relationships with all these A&R's, and they wanted beats from me, so they'd call me up, I'd play them some beats. ""Gimme a beat that sound like Jay-Z."" You know, they dick riders. Whatever. So I'll play them these post-Blueprint beats or whatever and then I'll play my shit. I'll be like, ""yo but I rap too."" Hey, I guess they was lookin' at me crazy cause you know, cause I ain't have a jersey on or whatever. Everybody out there listen here: I played them 'Jesus Walks' and they didn't sign me. You know what happened, it was some A&R's that fucked with me though, but then like the heads, it'd be somebody at the company that'll say ""naw."" Like, Dave Lighty fucked with me, my nigga Mel brought me to a bunch of labels. Jessica Rivera, man...

[Jessica: ""Man, you niggas is stupid if y'all don't sign Kanye, for real.""]

I'm not gonna say nothin to mess my promotion up

[""Y'all niggas is stupid""]

Let's just say I didn't get my deal. The nigga that was behind me, I mean, he wasn't even a nigga, you know? The person who actually kicked everything off was Joe 3H from Capitol Records. He wanted to sign me really bad

[Joe: ""We gonna change the game, buddy.""]

Dame was like, ""Yo you got a deal with Capitol? Okay man, just make sure it's not wack.""

[Dame: ""You gotta make sure it's not wack.""]

Then one day I just went ahead and played it, I wanted to play some songs, cause you know Cam was in the room, Young Guru, and Dame was in the room. So I played... actually it's a song that you'll never hear, but maybe I might use it. So, it's called 'Wow.'

I go to Jacob with 25 thou, you go with 25 hundred, wow
I got eleven plaques on my walls right now
You got your first gold single, damn, nigga, wow.""
Like the chorus went. Don't bite that chorus, I might still use it. So I play that song for him and he's like ""oh shit""

[Dame: ""Oh shit it's not even wack.""]

""I ain't gonna front, it's kinda hot.""

[Dame: ""it's actually kinda hot.""]

Like they still weren't looking at me like a rapper. And I'm sure Dame figured, 'like man. If he do a whole album, if his raps is wack at least we can throw Cam on every song and save the album, you know. So uh Dame took me into the office, and he's like ""yo man, B, B, you don't want a brick, you don't want a brick""

[Dame: ""you don't wanna catch a brick""]

""You gotta be under an umbrella, you'll get rained on."" I told Hiphop and Hiphop was all, ""oh, word?"" Actually, even with that I was still about to take the deal with Capitol cause it was already on the table and cause of my relationship with 3H. That, you know, cause I told him I was gonna do it, and I'm a man of my word, I was gonna roll with what I said I was gonna do. Then, you know, I'm not gonna name no names, but people told me, ""oh he's just a producer rapper,"" and told 3H that told the heads of the Capitol, and right-- the day I'm talking about, I planned out everything I was gonna do. Man, I had picked out clothes, I already started booking studio sessions, I started arranging my album, thinking of marketing schemes, man I was ready to go. And they had Mel call me, they said, ""yo... Capitol pulled on the deal""

[Mel: ""Yo, Capitol pulled out on the deal.""]

And, you know I told them that Roc-A-Fella was interested and I don't know if they thought that was just something I was saying to gas them up to try to push the price up or whatever. I went up... I called G, I said, ""man, you think we could still get that deal with Roc-A-Fella?""

So won't you raise your glass, won't you...
So won't you raise your glass, won't you...
So won't you raise your glass, won't you...
So won't you raise your glass, won't you..."
808s & Heartbreak,Say You Will,2008,6:17,,"Kanye West, Dexter Mills, Jeff Bhasker, Jay Jenkins",N,"[Verse 1]
Why would she make calls out the blue?
Now I'm awake, sleep (less in June or missing you)

[Chorus]
Hey, hey, hey, hey
Don't say you will, unless you will
Hey, hey, hey, hey
Don't say you will, then play you will, I pray you will

[Verse 2]
Mrs. So Fly crash-lands in my room
Can't waste no time, she might leave soon

[Chorus]
Hey, hey, hey, hey
Don't say you will, you do
Hey, hey, hey, hey
Don't say you will, one day you will, I pray you will

[Verse 3]
When I grab your neck, I touch your soul
Take off your cool then lose control

[Chorus]
Hey, hey, hey, hey
Don't say you will, you will you will
Hey, hey, hey, hey
Don't say you will, if you will, I pray you will

[Verse 4]
I wish this song would really come true
I admit I still fantasize about you, about you

[Chorus]
Hey, hey, hey, hey
Don't say you will, you will, you will
Hey, hey, hey, hey
Please say you will, for real, I pray you will

[Instrumental Outro]"
808s & Heartbreak,Welcome to Heartbreak,2008,4:22,Kid Cudi,"Kanye West, Jeff Bhasker, Patrick Reynolds, Scott Mescudi",N,"[Verse 1: Kanye West]
My friend showed me pictures of his kids
And all I could show him was pictures of my cribs
He said his daughter got a brand new report card
And all I got was a brand new sports car, oh

[Chorus: Kid Cudi]
And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it

[Verse 2: Kanye West]
Dad cracked a joke, all the kids laughed
But I couldn't hear him all the way in first class
Chased the good life my whole life long
Look back on my life and my life gone
Where did I go wrong?

[Chorus: Kid Cudi]
And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it

[Interlude: Kanye West]
I've seen it, I've seen it before
I've seen it, I've seen it before
I've seen it, I've seen it before
I've seen it, I've seen it before

[Verse 3: Kanye West]
My god-sister getting married by the lake
But I couldn't figure out who I'd wanna take
Bad enough that I showed up late
I had to leave before they even cut the cake
Welcome to heartbreak

[Chorus: Kid Cudi]
And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it

[Outro: Kanye West]
And I and I can't stop
No, no, I can't stop
No, no, no, no, I can't stop
No, no, no, no, I can't stop
Can't stop, I can't stop, I can't stop
No, no, no, no, no, no, no, no
No, no, no, no
No, no, I can't stop
I can't stop having these visions
I gotta get with it"
808s & Heartbreak,Heartless,2008,3:30,,"Kanye West, Ernest Wilson, Scott Mescudi, Malik Jones",N,"[Chorus]
In the night I hear them talk
The coldest story ever told
Somewhere far along this road
He lost his soul
To a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Verse 1]
How could you be so
Cold as the winter wind when it breeze, yo?
Just remember that you talking to me though
You need to watch the way you talking to me, yo
I mean, after all the things that we been through
I mean, after all the things we got into
Ayo, I know of some things that you ain't told me
Ayo, I did some things, but that's the old me
And now you wanna get me back
And you gonna show me
So you walk around like you don't know me
You got a new friend, well, I got homies
But in the end it's still so lonely

[Chorus]
In the night I hear them talk
The coldest story ever told
Somewhere far along this road
He lost his soul
To a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Verse 2]
How could you be so Dr. Evil?
You bringing out a side of me that I don't know
I decided we wasn't gonna speak, so
Why we up 3 AM on the phone?
Why do she be so mad at me for?
Homie, I don't know, she's hot and cold
I won't stop, won't mess my groove up
‘Cause I already know how this thing go
You run and tell your friends that you're leavin' me
They say that they don't see what you see in me
You wait a couple of months, then you gon' see
You'll never find nobody better than me

[Chorus]
In the night I hear them talk
The coldest story ever told
Somewhere far along this road
He lost his soul
To a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Bridge]
Talk and talk and talk and talk
Baby, let's just knock it off
They don't know what we been through
They don't know about me and you
So I got something new to see
And you just gonna keep hating me
And we just gonna be enemies
I know you can't believe
I could just leave it wrong
And you can't make it right
I'm gonna take off tonight into the night

[Chorus]
In the night I hear them talk
The coldest story ever told
Somewhere far along this road
He lost his soul
To a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?"
808s & Heartbreak,Amazing,2008,3:58,Young Jeezy,"Kanye West, Malik Jones, Dexter Mills, Jeff Bhasker, Jay Jenkins",N,"[Verse 1: Kanye West]
It's amazing, I'm the reason
Everybody fired up this evening
I'm exhausted, barely breathing
Holding on to what I believe in

[Hook: Kanye West]
No matter what, you'll never take that from me
My reign is as far as your eyes can see
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing

[Verse 2: Kanye West]
I'm a monster, I'm a killer
I know I'm wrong
I'm a problem
That'll never ever be solved

[Hook: Kanye West]
And no matter what, you'll never take that from me
My reign is as far as your eyes can see
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing

[Verse 3: Kanye West]
I'm a monster, I'm a maven
I know this world is changing
Never gave in, never gave up
I'm the only thing I'm afraid of

[Hook: Kanye West]
No matter what, you'll never take that from me
My reign is as far as your eyes can see
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing

[Verse 4: Young Jeezy]
I'm amazing (I'm amazing), yeah I'm all that (all that)
If I ain't on my grind then what you call that? (What you call that?)
Victorious, yeah we warriors
We make history, strive for victory (yeah)
Standing at my podium, I'm trying to watch my sodium
Die high blood pressure either let the feds catch ya (yeah)
I'm amazing born on a full moon
I was bred to get it in, no spoon
That's why I'm so goon, summertime no June
Big family small house, no room
They like ""Oh God, why he go so hard
Look what he's been through, he deserves an applause""

[Outro: Kanye West]
So amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing"
808s & Heartbreak,Love Lockdown,2008,4:30,,"Kanye West, Jeff Bhasker, Jenny-Bea Englishman, Malik Jones, LaNeah Menzies",N,"[Verse 1]
I'm not loving you, way I wanted to
What I had to do, had to run from you
I'm in love with you, but the vibe is wrong
And that haunted me, all the way home
So you never know, never never know
Never know enough, 'til it's over love
'Til we lose control, SYSTEM OVERLOAD
Screaming, ""No, no, no, n-nooo!""
I'm not loving you, way I wanted to
See I wanna move, but can't escape from you
So I keep it low, keep a secret code
So everybody else don't have to know

[Hook]
So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you lose

[Verse 2]
I'm not loving you, way I wanted to
I can't keep my cool, so I keep it true
I got something to lose, so I gotta move
I can't keep myself, and still keep you too
So I keep in mind, when I'm on my own
Somewhere far from home, in the danger zone
How many times did I tell you 'fore it finally got through?
You lose, you lose
I'm not loving you, the way I wanted to
See I had to go, see I had to move
No more wasting time, you can't wait for life
We're just racing time, where's the finish line?

[Hook]
So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you lose

[Verse 3]
I'm not loving you, way I wanted to
I bet no one knew, I got no one new
Know I said I'm through, but got love for you
But I'm not loving you, the way I wanted to
Gotta keep it going, keep the loving going
Keep it on the roll, only God knows
If I be with you, baby I'm confused
You choose, you choose
I'm not loving you, way I wanted to
Where I wanna go, I don't need you
I've been down this road, too many times before
I'm not loving you, way I wanted to

[Hook]
So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you lose
You lose
You lose
You lose
You lose"
808s & Heartbreak,Paranoid,2008,4:37,Mr Hudson,"Kanye West, Patrick Reynolds, Scott Mescudi, Dexter Mills, Jeff Bhasker",N,"[Intro: Kanye West]
[Woman]
She really thought that?
[Kanye]
Yeah
[Woman]
Yeah. She’s so paranoid
[Kanye]
Yeah, that’s good, paranoid

Why are you so paranoid?
Don't be so paranoid
Don't be so ...

[Refrain: Kanye West]
Baby, don't worry about it
Lady, don't even think about it
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things

[Verse 1: Kanye West]
Tell me right now
You really wanna spend your whole life alone?
A little time out might do you good, might do us good
Before we be done for good
Cause I could make it good I could make it hood
I can make you come I can make you go
I can make you high I can make you fly
Make you touch the sky hey maybe so
All of the time
You be up in mine checking through my cell phone, baby no
You wanna kill the vibe on another night
Here's another fight oh here we go (oh here we go)

[Hook: Kanye West & Kid Cudi]
Baby don't worry about it
Lady we'll go out to the floor
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you

[Verse 2: Kanye West]
All of the time
You wanna complain about the nights alone
So now you're here with me
Show some gratitude leave the attitude way back at home
Yea you see em look
Baby let em look give us cold looks cause we look cold
Yea you heard about all the word of mouth
Don't worry about what we can't control
All the talk in the world lost in the world
Till you finally let that thing go
You wanna check in to the heartbreak hotel
But sorry we're closed

[Hook: Kanye West & Kid Cudi]
Baby don't worry about it
Lady we'll go out to the floor
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you

[Refrain: Kanye West]
Baby, don't worry about it
Lady, don't even think about it
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things

[Hook: Mr. Hudson & Kid Cudi]
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you"
808s & Heartbreak,RoboCop,2008,4:34,,"Kanye West, Jenny-Bea Englishman, Malik Jones, Dexter Mills, Scott Mescudi, Antony Williams, Jeff Bhasker, Faheem Najm, Jay Jenkins, Patrick Doyle",N,"[Verse 1]
'Bout the baddest girl I ever seen
Straight up out a movie scene
Who knew she was a drama queen
That'd turn my life to Stephen King's
Up late night like she on patrol
Checking everything like I'm on parole
I told her there's some things she don't need to know
She never let it go, oh

[Pre-Hook]
Okay, okay, okay, okay
You will never stop it now
You never stop it now
Okay, okay, okay
You will never stop it now
You need to drop it now
Drop it, drop it

[Hook]
Cause I don't want no Robocop
You moving like a Robocop
When did you become a Robocop
Now I don't need no Robocop

[Verse 2]
Just looking at your history
You're like the girl from Misery
She said she ain't take it to this degree
Well let's agree to disagree
Shorty kind of crazy but it turn me on
Keep it up enough to keep it going on
I told her there's some things she don't need to know
She never let it go, oh

[Pre-Hook]
Okay, okay, okay, okay
You will never stop it now
You never stop it now
Okay, okay, okay
You will never stop it now
You need to drop it now
Drop it, drop it

[Hook]
Cause I don't want no Robocop
You moving like a Robocop
When did you become a Robocop
Now I don't need no Robocop

[Verse 3]
Stop ... drop ... roll ... pop
Bitch I'm cold ... I
Ain't used to being told ... stop
So I could never be your robot
Fast or slow, you can stay or can go
Now, now that you know, now, now that you know
Yeah I had her before but that happened before
You get mad when you know, so just don't ask me no more
Ok, ok, ok, uh, uh
It ain't ok, ok, ok

[Outro]
You spoiled little LA girl
You're just an LA girl
You spoiled little LA girl
You're just an LA girl
You spoiled little LA girl
You're just an LA girl (you need to stop it now)
You spoiled little LA girl
You're just an LA girl (you need to stop it now)
Oh you're kidding me
You must be joking
Or you are smoking
Oh oh you're kidding me
Oh you're kidding me
Haha that was a good one
Your first good one in a while
Your first good one in a while
You need to stop it now
You need to stop it now
Oh you need to stop it now"
808s & Heartbreak,Street Lights,2008,3:09,,"Kanye West, Jenny-Bea Englishman, Antony Williams, Benjamin Mclldowie",N,"[Intro]
Let me know
Do I still got time to grow?
Things ain't always set in stone
That be known let me know
Let me...

[Verse 1]
Seems like street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there
All the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there

[Chorus]
In the streets
In the streets
I'm just not there in the streets
I'm just not there
Life's just not fair

[Verse 2]
Seems like street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there
All the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there
All the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there

[Chorus]
In the streets
In the streets
I'm just not there in the streets
I'm just not there
Life's just not fair
Life's just not fair"
808s & Heartbreak,Bad News,2008,3:58,,"Kanye West, George Bass",N,"[Verse 1]
Didn't you know, I was waiting on you
Waiting on a dream that'll never come true
Didn't you know, I was waiting on you
My face turned to stone when I heard the news
When you decide to break the rules
Cause I just heard some real bad news

[Verse 2]
People'll talk like it's old news
I played it off and act like I already knew
Let me ask you how long have you known dude
You played it off and act like he's brand new
When you decide, to break the rules
Cause I just heard some real bad news

Real bad news
Real bad news
Real bad news
Oh, you just gon' keep another no you won't
Oh, you just gon' keep it like you never knew
Oh, you just gon' keep another love for you
Oh, you just gon' keep it like you never knew
While I'm waiting on a dream that'll never come true
Oh, you just gon' keep it like you never knew
My face turned to stone when I heard the news
What's on the news?
Channel cruise"
808s & Heartbreak,See You in My Nightmares,2008,4:18,Lil Wayne,"Kanye West, Ernest Wilson, Jeff Bhasker, Dwayne Carter",N,"[Intro]
I'm cold! (Yeah)
I'm cold! (Yeah)
I'm cold! (Yeah, yeah)

[Hook: Lil Wayne]
I got the right to put up a fight
But not quite cause you cut off my light
But my sight is better tonight
And I might see you in my nightmare
Ooh, how'd you'd get there
Cause we were once a fairy tale
But this is farewell

[Verse 1: Kanye West]
I got my life and it's my only one
I got the night, I'm running from the sun
So good night, I'm headed out the door, door, door, door, door
After tonight there will be no return
After tonight I'm taking off on the road
I'm taking off on the road
And that you know

[Bridge: Kanye West]
That you know
Tell everybody that you know
That I don't love you no more
And that's one thing that you know, that you know

[Verse 2: Kanye West]
Okay, I'm back up on my grind
You do you and I'm just gon' do mine
You do you cause I'm just gon' be fine
Okay, I got you out my mind
And the night is young, the drinks is cold
The stars is out, I'm ready to go
You always thought I was always wrong
Well, now you know

[Bridge: Kanye West]
Tell everybody, everybody that you know
Tell everybody that you know
That I don't love you no more
And that's one thing that you know, that you know

[Hook: Lil Wayne]
I got the right to put up a fight
But not quite cause you cut off my light
But my sight is better tonight
And I might see you in my nightmare
Ooh, how'd you'd get there
Cause we were once a fairy tale
But this is farewell, yeah

[Verse 3: Lil Wayne]
Baby girl I'm finished
I thought we were committed
I thought we were cemented
I really thought we meant it
But now we just repent it
And now we just resent it
The clouds is in my vision
Look how high that I be getting
And it's all because of you
Girl we through
You think your shit don't stank
But you are Mrs. Pee-Yew
And I don't see you
With me no more
Now tell everybody that you know
That you know

[Outro]
That you know
Tell everybody that you know
That I don't love you no more
And that's one thing that you know
That you know
That you know
Tell everybody that you know
That I don't love you no more
And that's one thing that you know
That you know"
808s & Heartbreak,Coldest Winter,2008,2:44,,"Kanye West, Ernest Wilson, Roland Orzabal",N,"[Verse 1]
On lonely nights, I start to fade
On lonely nights, I start to fade
Her love's a thousand miles away
Her love's a thousand miles away

[Hook]
Memories made in the coldest winter
Goodbye my friend, will I ever love again?
Memories made in the coldest winter

[Verse 2]
It's 4 a.m. and I can't sleep
It's 4 a.m. and I can't sleep
Her love is all that I can see
Her love is all that I can see

[Hook]
Memories made in the coldest winter
Goodbye my friend, will I ever love again?
Memories made in the coldest winter, winter, winter
Goodbye my friend, will I ever love again?
Goodbye my friend, will I ever love again?
Goodbye my friend, will I ever love again?

[Verse 3]
If spring can take the snow away
If spring can take the snow away
Can it melt away all of our mistakes
Can it melt away all of our mistakes

[Hook 2]
Memories made in the coldest winter
Goodbye my friend, I won't ever love again
Never again"
